Title,Similar products,Similarity
"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Adjustable Advanced Active Noise Cancelling, USB-C Bluetooth Adapter and UC Compatibility - Black","Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-A Bluetooth Adapter and MS Teams-Compatibility - Black",0.2657048266274967
"ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)","ZEBRONICS Zeb-Sound Bomb N2 TWS in Ear Earbuds with 50ms Low Latency Gaming, ENC, Voice Assistant, Flash Connect, Splash Proof, Bluetooth 5.2, up to 12H Backup, Call Function and Type C (Black)",0.14003493608406029
"Zebronics Zeb Yoga 101 (Red) Wireless Neckband Earphone with 10mm Neodymium Driver, Dual Pairing, Magnetic Earpiece and Voice Assistant","ZEBRONICS Zeb-Yoga 101 Bluetooth Headset  (Grey, In the Ear)",0.08805758624315199
"pTron Bassbuds Fute 5.1 Bluetooth Truly Wireless Featherlite TWS in Ear Earbuds with Mic 25Hrs Playtime, 13Mm Dynamic Driver, Immersive Audio, Touch Control, Voice Assistance & Fast Charging (White)","pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)",0.0933734001001966
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Green)","ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Black)",0.1515646488396099
"Jabra Elite 85t True Wireless Bluetooth Earbuds, Copper Black – Advanced Noise-Cancelling Earbuds with Charging Case for Calls & Music – Wireless Earbuds with Superior Sound & Premium Comfort","Jabra Elite 4 Active in-Ear Bluetooth Earbuds – True Wireless Earbuds with Secure Active Fit, 4 Built-in Microphones, Active Noise Cancellation and Adjustable HearThrough Technology – Black",0.08663892439023342
"boAt Rockerz 245v2 Bluetooth Wireless in Ear Earphones with Upto 8 Hours Playback, 12mm Drivers, IPX5, Magnetic Eartips, Integrated Controls and Lightweight Design with Mic (Raging Red)","boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",0.1118118975017797
boAt Bassheads 105 Wired in Ear Earphones with Mic (Black),boAt Bassheads 102 Wired in Ear Earphones with Mic (Mint Green),0.22765251042788948
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Blue),"Boult Audio ProBass Curve-X Bluetooth Wireless in Ear Earphones with mic, with Fast Charging & 15H Battery Life, Extra Bass, IPX5 Water Resistant Earphones (Blue)",0.06669563279899915
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)",inf
Jabra Evolve 40 MS Wired Bluetooth On Ear Headphone with Mic (Black),Jabra Store Evolve 30 Wired On Ear Headphone with Mic (Black),0.2499728828283103
"Boult Audio X1 Buds True Wireless in Ear Earbuds with 24H Playtime, Quad Mic ENC, Made in India, Type-C Fast Charging, Environmental Noise Cancellation, 10mm Bass Drivers, TWS Airbass ear buds (White)","Boult Audio X30 True Wireless in Ear Earbuds with 40H Playtime, Quad Mic ENC, 45ms Xtreme Low Latency, Made in India, Type-C Fast Charging, 3 Equalizer Modes (Rock, BoomX, Hi-Fi), BT 5.1 (Warm Grey)",0.1322399348395066
"Portronics Conch 80 in Ear Wired Earphones with Mic, 3.5mm Jack, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Black)","Portronics Conch 80 in Ear Wired Earphones with Mic, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Purple)",0.8981623268983975
"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Black)","pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux (Grey)",3.5975122441319245
ZEBRONICS Zeb-Sound Bomb 8 Light Weight Earbuds with 12Hours* of Playback time.(Black),"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)",0.07035219709049502
"Meyaar SPN UpBeat-1 Earbuds, Wired Headphones with Microphone and Ear Bud Tip Replacements, Universal 3.5 mm Plug for Most Smartphones, Tablets, Noise Isolating, Memory Foam Pads, Deep Bass (White)","Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",0.06022688006822576
"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Black)","pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux (Grey)",3.5975122441319245
Meyaar M-11 High Bass Wired in-Ear Earphone with Mic ((Pack of 3) Pink + Black + Grey),Meyaar SP-27 Wired in-Ear Earphone with Mic (Pack of 3) (2 White + 1 Black),0.139977172759493
"pTron Bassbuds Fute 5.1 Bluetooth Truly Wireless Featherlite TWS in Ear Earbuds with Mic 25Hrs Playtime, 13Mm Dynamic Driver, Immersive Audio, Touch Control, Voice Assistance & Fast Charging (White)","pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)",0.0933734001001966
"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Navy)","ZEBRONICS Jumbo with 160 H* Playback, ENC, Gaming Mode (Up to 50ms), Fast Charging 10min = 15H*, 1000mAh Built-in Battery, Dual Pairing, Voice Assistant, BT v5.2, Bluetooth Wireless Neckband (Black)",0.09217643603071762
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.1 Ear Buds TWS (White)","Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)",0.2672128269169952
"Boult Audio AirBass PowerBuds with 120H Total Playtime, Inbuilt Powerbank, IPX7 Fully Waterproof, Type-C Fast Charging, Low Latency Gaming, Pro Calling Mic Airbass True Wireless in Ear Earbuds (Blue)","Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Made in India, Type C Fast Charging (10Min=100Mins), Rich Bass, Pro+ Calling HD Mic, IPX5 Airbass Bluetooth True Wireless in Ear Earbuds (Red)",0.12552778302518108
"Boult Audio Omega with 30dB ANC+ENC, 32H Playtime, 45ms Xtreme Latency Mode, Quad Mic ENC, Type-C Fast Charging, Active Noise Cancellation, TWS BT Gaming Airbass True Wireless in Ear Earbuds (White)","Boult Audio Omega with 30dB ANC, Quad Mic ENC, 45ms Latency Gaming Mode, 32H Playtime, 5.2 Bluetooth Headset  (Black, True Wireless)",0.19996801887820637
"pTron Bassbuds Sports V2 Bluetooth 5.3 Wireless Over Ear Headphone with Mic, Earhooks, 48Hrs Playtime, Snug-fit Design, ENC TWS Earbuds, Immersive Sound, Movie/Music Mode & Type-C Charging (Black)","PTron Bassbuds in-Ear True Wireless Bluetooth 5.0 Headphones with Hi-Fi Deep Bass, 20Hrs Playtime with Case, Ergonomic Sweatproof Earbuds, Noise Isolation, Voice Assistance & Built-in Mic - (White)",0.09160193044610881
"ZEBRONICS Zeb-Symphony Bluetooth Wireless in Ear Earphones with Mic V5.2 Type C Charging, Voice Assistant Support, Splash Proof Magnetic Earpiece Calling Built-in Rechargeable Battery (Red)","ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with mic, Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Dual Pairing, Magnetic Earpiece (Metallic Yellow)",0.09705024728202646
"pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Blue)","pTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Black)",3.7195792187343595
"ZEBRONICS Zeb-Sound Bomb G1 Gaming Bluetooth Truly Wirelss in Ear Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Black)","ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)",0.1294396686979671
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",inf
"ZEBRONICS Yoga N2 RGB Neckband with 30H Playtime, ENC Mic, Upto 50ms Gaming Mode, Powerful Bass, Voice Asst, IPX4, Dual Pairing, Type C Port, Bluetooth v5.2 Wireless in Ear Earphones with Mic(Black)","Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Black)",0.07134596016537183
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black",inf
"ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 40H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (White)","Zebronics Zeb-Sound Bomb 3 TWS In Ear Earbuds with Bluetooth v5.2, up to 12H Backup, Flash Connect, Splash Proof, Voice Assistant, stem Touch Control, 13mm Driver, Built in Microphone and Type C(Blue)",0.12659095703855372
"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Red)","Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Black)",1.5654900526364408
"ZEBRONICS Yoga N2 RGB in Ear Neckband with 30H Playtime, ENC Mic, Upto 50ms Gaming Mode, Powerful Bass, Voice Assistant, IPX4, Dual Pairing, BT v5.2, Type C Port, Wireless Earphones with Mic(Blue)","ZEBRONICS Sound Bomb 7 Bluetooth TWS in Ear Earbuds with 40H Playtime, ENC Mic, Rapid Charge, Upto 50ms Gaming Mode, Flash Connect, Voice Assistant, Smooth Touch Control, BT v5.2, Type C (White)",0.07717145356267453
"boAt Rockerz 425 Bluetooth Wireless Over Ear Headphones with Mic with Signature Sound, Beast Mode(Upto 65Ms Low Latency) for Gaming Enx Tech, ASAP Charge 25H Playtime V5.2, Dual Pairing (Oceana Blue)","boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)",0.08768985547484566
"Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Violet)","Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(White)",0.2563719772120535
"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Raging Red)","boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Teal Green)",0.18684937672830942
"Portronics Conch 70 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack, 1.2M(White)","Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Dark Blue)",0.2204092357072816
"Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Yellow)","Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Dark Blue)",0.6822121916503215
Jabra 40 Stereo Wired On Ear Headphones with mic Black,Jabra Evolve 40 MS Wired Bluetooth On Ear Headphone with Mic (Black),0.10820127921068012
"ZEBRONICS Zeb-Sound Bomb G1 Gaming Bluetooth Truly Wireless in Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Black + Red)","ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)",0.14217116031460056
"Portronics Harmonics Twins 27 Smart TWS Earbuds with ANC+ENC Noise Cancelling, 35 Hrs Playtime, Voice Assistant, Dual Mic. Support, Feather Touch(White)","Portronics Harmonics Twins 25 TWS Earbuds with ENC, Bluetooth 5.1, 13mm Driver, 27Hrs Playtime, Type C Charging, Dual Mic.(White)",0.08386624730983618
"Boult Audio Z15 with 32Hrs Playtime, Pro+Calling HD Mic, Type-C Lightning Boult Fast Charging (10mins=100Mins), BoomX Tech Rich Bass, Touch Controls, IPX5, Truly Wireless in Ear Earbuds TWS (Black)","Boult Audio Newly Launched Z25 with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), 13mm Rich Bass Drivers, Zen ENC Mic, BT 5.3 True Wireless Airbass in Ear Earbuds (Sunset Grey)",0.11482474371080323
"Boult Audio Airbass Fx1 Bluetooth Truly Wireless in Ear Earbuds with Mic with 32H Total Playtime, Type-C Fast Charging, Touch Controls, Ipx5 Sweatproof and Voice Assistant (White)","Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (Black, True Wireless)",0.13122272570331098
Skullcandy Jib Wired in Ear Earbuds with Microphone- Cobalt Blue,Skullcandy Jib True Wireless in-Ear Earbud-Blue,0.11621473108075966
Meyaar SPN UpBeat-1 Wired in Ear Earphone with Mic (Blue+Brown),Meyaar SPN Wired In Ear Earphone with Mic (Black),0.096613982922908
"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Teal Green)","boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Navy Blue)",0.16938410040381086
"Boult Audio Airbass Z10 Bluetooth Truly Wireless in Ear Earbuds with Mic with 30H Playtime & Fast Charging with Type-C, Ipx7 Fully Waterproof and Voice Assistant (Grey)","Boult Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast Charging, Pro+ Calling, Type C, IPX5 Water Resistant, Bluetooth v5.1, Voice Assistant Bluetooth Headset  (Black, True Wireless)",0.12647694248804028
Skullcandy Dime Bluetooth Truly Wireless in Ear Earbuds with Mic (Light Gray Blue),"Skullcandy Dime Truly wireless in Ear Earbuds with microphone Bluetooth Headset  (Green, True Wireless)",0.24990112521236182
"Portronics Harmonics Twins S3 Smart TWS Bluetooth 5.2 Earbuds with 20 Hrs Playtime, 8 MM Drivers, Lightweight Earbuds(Black)","Portronics Harmonics Twins 23 Smart TWS Earbuds with Bluetooth 5.0, Upto 14Hrs Total Playtime, Type-C Charging Port & Voice Assistant(Black)",0.09528214464789415
boAt Bassheads 102 in Ear Wired Earphones with Mic(Fiery Red),boAt Bassheads 102 Wired in Ear Earphones with Mic (Mint Orange),0.23498077992053812
"Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black","Logitech H340 Stereo Wired Over Ear Headphones With Mic With Noise-Cancelling, Usb, Pc/Mac/Laptop - Black",inf
"Jabra Elite 3 in Ear Wireless Bluetooth Earbuds – Noise Isolating True Wireless Buds with 4 Built-in Microphones for Clear Calls, Rich Bass, Customizable Sound, and Mono Mode - Lilac",Jabra Elite 7 Active in-Ear Bluetooth Earbuds - True Wireless Sports Ear Buds with Jabra ShakeGrip for The Ultimate Active fit and Adjustable Active Noise Cancellation - Black,0.07096010145510111
"boAt Newly Launched Rockerz 378 Bluetooth Neckband with Spatial Bionic Sound Tuned by THX, Beast™ Mode, ASAP™ Charge, Signature Sound, 25 Hours Playtime & BT v5.1(Electric Blue)","boAt Rockerz 103 Pro Bluetooth in Ear Neckband with Beast Mode(40ms Low Latency), ENx Tech, ASAP Charge(Fast Charge), Upto 20HRS Playback, Signature Sound, BT v5.3 & IPX4(Mint Pink)",0.0816634428104892
"Skullcandy Hesh Evo Wireless Over-Ear Headphone, Rapid Charge (10 min = 3 hrs), Noise-Isolating Fit and Built-in Tile Finding Technology (Blue)","Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White",0.07386776704872708
Skullcandy Jib Plus Wireless in-Earphone with Mic (Black) (S2JPW-M003),Skullcandy Jib (S2DUY-L676) Wired In Ear Earphone with Mic (Black/Red),0.18954367752253548
Skullcandy Jib 2 In-Ear True Wireless Earbuds with Mic (Black),Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Dark Blue),0.1861602834828322
Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Blue),Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Deep Red),0.4738649221325991
"Noise Newly Launched Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Carbon Black)","Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",0.12087844187511355
"Boult Audio Z20 True Wireless in Ear Earbuds with Zen ENC Mic, 40H Playtime, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, Environmental Noise Cancellation, IPX5 Ear Buds TWS (Green)","Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.1 Ear Buds TWS (Blue)",0.24571543528257747
Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),Jabra Evolve 40 MS Wired Bluetooth On Ear Headphone with Mic (Black),0.222283839599227
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Mint Green)","Noise Buds VS104 Pro Truly Wireless in Ear Earbuds with Mic, 40-Hours of Playtime, Quad Mic with ENC, Instacharge, 14.2mm Driver, Hyper Sync, and BT v5.3 (Jet Black)",0.2996078450421103
"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless In ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Green)","ZEBRONICS Jumbo with 160 H* Playback, ENC, Gaming Mode (Up to 50ms), Fast Charging 10min = 15H*, 1000mAh Built-in Battery, Dual Pairing, Voice Assistant, BT v5.2, Bluetooth Wireless Neckband (Sunset)",0.11532596884389834
Skullcandy Jib True Wireless in-Ear Earbud-Blue,Skullcandy Jib 2 True Wireless Earbuds (Light Gray Blue),0.14726808362423166
"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","pTron Tangent Evo, 14Hrs Playback, Bluetooth 5.0 Earphones, In-Ear Headphones with Mic, Deep Bass, Clear Calls, IPX4 Water Resistant Neckband, Voice Assistance, Magnetic Earbuds & Fast Charging (Blue)",0.08774452253619774
"Jabra Talk 15 SE Mono Bluetooth Wireless in Ear Single Earphones with mic, Media Streaming and up to 7 Hours Talk Time - Black",Jabra Evolve2 65 UC Wireless Bluetooth On Ear Headphone with Mic (Black),0.07325241897095251
"Boult Audio Z25 with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), 13mm Rich Bass Drivers, Zen ENC Mic, TWS Bluetooth 5.3 True Wireless Airbass in Ear Earbuds (Blue Moss)","Boult Audio Z15 with 32Hrs Playtime, Pro+Calling HD Mic, Type-C Lightning Boult Fast Charging (10mins=100Mins), BoomX Tech Rich Bass, Touch Controls, IPX5, Truly Wireless in Ear Earbuds TWS (Black)",0.1273521549859947
"Skullcandy Jib (TWS) Bluetooth Truly Wireless in Ear Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, with mic, Noise-Isolating Fit, Call, Track and Volume Control (Black)","Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Orange Black)",0.13853929391831477
