product_key,product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
10,https://www.flipkart.com/ptron-basspods-p81-tws-earbuds-32h-playtime-deep-bass-stereo-calls-bt5-1-type-c-bluetooth-headset/p/itmdfcd7500b8925?pid=ACCGHBPZNJRUMCTB&lid=LSTACCGHBPZNJRUMCTBYR4SAK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHBPZNJRUMCTB.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron basspod p81 tws earbud 32h playtime deep bass stereo call bt51 typec bluetooth headset white in the ear,2599.0,799.0,ptron,basspod p81,white,in ear,bluetooth
11,https://www.flipkart.com/wings-phantom-110-neckband-led-20-hrs-playtime-50ms-low-latency-headphones-bluetooth-gaming-headset/p/itm0cc2610109744?pid=ACCGGMGUGWAYEFUV&lid=LSTACCGGMGUGWAYEFUV0W0Z3F&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGGMGUGWAYEFUV.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom 110 neckband lead 20 hrs playtime 50ms low latency headphone bluetooth gaming headset black in the ear,1999.0,899.0,wing,wlphantom110,black,in ear,bluetooth
12,https://www.flipkart.com/sony-ex155-wired-headset/p/itm92f01fb1ea182?pid=ACCEVAEWCBH7WR3K&lid=LSTACCEVAEWCBH7WR3KVJET8H&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_14&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWCBH7WR3K.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony ex155 wire headset black in the ear,1290.0,1099.0,sony,mdrex155ap,black,in ear,wire
13,https://www.flipkart.com/meyaar-headphone-wired-ear-headset/p/itm82c950be4008a?pid=ACCFTU9YYUHVUDGG&lid=LSTACCFTU9YYUHVUDGGSGJZL0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_27&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFTU9YYUHVUDGG.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar headphone wire in the ear wire headset black in the ear,999.0,289.0,meyaar,headphone wire in the ear,black,in ear,wire
14,https://www.flipkart.com/ptron-bassbuds-joy-tws-13mm-drivers-stereo-calls-32hrs-playtime-type-c-charging-bluetooth-headset/p/itmed2989c2eb39d?pid=ACCGNFUYZWFJPHH8&lid=LSTACCGNFUYZWFJPHH8T2B1NF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGNFUYZWFJPHH8.SEARCH&ppt=sp&ppn=sp&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron bassbuds joy tws with 13 mm driver stereo call 32hrs playtimetypec charge bluetooth headset black true wireless,2599.0,799.0,ptron,bassbud joy,black,in ear,bluetooth
15,https://www.flipkart.com/zebronics-bolt-blue-wired-headset/p/itm2f5effc1f6310?pid=ACCFXPPMS7GHXWSN&lid=LSTACCFXPPMS7GHXWSNJCYVE1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCFXPPMS7GHXWSN.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic bolt blue wire headset wire headset blue black on the ear,599.0,585.0,zebronic,bolt blue wire headset,blue black,on ear,wire
16,https://www.flipkart.com/sony-wh-ch720n-active-noise-cancelling-50-hrs-battery-life-multipoint-connection-bluetooth-headset/p/itm2372dae5e7e59?pid=ACCGNBYSBGCH5EBB&lid=LSTACCGNBYSBGCH5EBBGYMG47&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGNBYSBGCH5EBB.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony whch720n active noise cancel 50 hrs battery life multipoint connection bluetooth headset blue on the ear,14990.0,9990.0,sony,whch720,blue,on ear,bluetooth
17,https://www.flipkart.com/meyaar-pluss-2208-in-ear-earphones-high-bass-hd-sound-mic-wired-headset/p/itm0657a897fc1dd?pid=ACCG3ESCU5AADSZS&lid=LSTACCG3ESCU5AADSZS1Q1YJD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCG3ESCU5AADSZS.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar pluss2208 inear earphone with high bass hd sound with mic wire headset white headset high definition audio inear headphone pluss rp 2208 call mic for meeting and online class in the ear,799.0,199.0,meyaar,pluss2208 inear earphone with high bass hd sound with mic,white headset high definition audio inear headphone pluss rp 2208 call mic for meeting and online class,in ear,wire
18,https://www.flipkart.com/sony-ex255ap-wired-headset/p/itm4dcc05601da20?pid=ACCEVAEWWYUHEJHT&lid=LSTACCEVAEWWYUHEJHTYVAY1Y&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWWYUHEJHT.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony ex255ap wire headset black in the ear,1990.0,1699.0,sony,mdrex255ap,black,in ear,wire
19,https://www.flipkart.com/meyaar-ys-orignal-100-best-quality-earphone-high-bass-wired-headset/p/itm7d6d790318d76?pid=ACCFZ5VWXFXGQHZJ&lid=LSTACCFZ5VWXFXGQHZJDEJ75C&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ5VWXFXGQHZJ.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar ysorignal100 good quality earphone with high bass wire headset white in the ear,999.0,229.0,meyaar,ysorignal100 good quality earphone with high bass,white,in ear,wire
20,https://www.flipkart.com/meyaar-spn-2-pack-sunshine-series-hd-sound-earphones-mic-wired-headset/p/itm3a233f79dad4f?pid=ACCG4YEDVKE6EZXE&lid=LSTACCG4YEDVKE6EZXEB06AO2&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCG4YEDVKE6EZXE.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar spn 2 pack sunshine series with hd sound earphone with mic wire headset 2 pack white crystal clear sound spn headphone marvel earbud pack of 2 headset in the ear,999.0,279.0,meyaar,spn 2 pack sunshine series with hd sound earphone with mic,2 pack white crystal clear sound spn headphone marvel earbud pack of 2 headset,in ear,wire
21,https://www.flipkart.com/sony-ps5-pulse-3d-wireless-headset/p/itm9c9f1f14ae47a?pid=ACCFZ5S2KRVU2YED&lid=LSTACCFZ5S2KRVU2YEDAJYWCR&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCFZ5S2KRVU2YED.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony ps5 pulse 3d wireless headset white on the ear,8590.0,7499.0,sony,pulse 3d wireless,white,on ear,bluetooth
22,https://www.flipkart.com/ptron-basspods-p481-60hrs-playtime-deep-bass-enc-stereo-calls-bluetooth-headset/p/itm55b55d1028d71?pid=ACCGHNRFM9ZNVKZV&lid=LSTACCGHNRFM9ZNVKZVSI9U5Z&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_8&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHNRFM9ZNVKZV.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron basspod p481 60hrs playtime deep bass enc stereo call bluetooth headset white in the ear,3199.0,999.0,ptron,basspod p481,white,in ear,bluetooth
23,https://www.flipkart.com/ptron-boom-pro-dual-driver-wired-headset/p/itme6a0214e1e8e4?pid=ACCFQY7GPAGSA8B9&lid=LSTACCFQY7GPAGSA8B9SSFUVZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCFQY7GPAGSA8B9.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron boom pro dual driver wire headset black silver in the ear,2000.0,599.0,ptron,boom pro dual driver,black silver,in ear,wire
24,https://www.flipkart.com/meyaar-orignal-best-quality-earphone-high-bass-wired-gaming-headset/p/itmd271a43d6e856?pid=ACCFZ96ESAFNSWNR&lid=LSTACCFZ96ESAFNSWNRW5A4YL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_3&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ96ESAFNSWNR.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar orignal good quality earphone with high bass wire gaming headset white in the ear,599.0,229.0,meyaar,orignal good quality earphone with high bass,white,in ear,wire
25,https://www.flipkart.com/meyaar-beex-metal-in-ear-headset-earphones-mic-android-ios-wired/p/itm7ea1a7bbf028b?pid=ACCFUQX8DHC8RWE8&lid=LSTACCFUQX8DHC8RWE8WZT0PX&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUQX8DHC8RWE8.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar beex metal inear headset earphone with mic for android io wire headset white in the ear,799.0,229.0,meyaar,beex metal inear headset earphone with mic for android io,white,in ear,wire
26,https://www.flipkart.com/portronics-por-1025-conch-gama-wired-headset/p/itm4ce8492ea3301?pid=ACCFHHR4G5DWDWZU&lid=LSTACCFHHR4G5DWDWZUIIEETQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_5&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFHHR4G5DWDWZU.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic por1025 conch gama wire headset black in the ear,599.0,349.0,portronic,por1025 conch gama,black,in ear,wire
27,https://www.flipkart.com/boat-rockerz-333-upto-30-hours-battery-bluetooth-headset/p/itm440b63a79315a?pid=ACCG4BKAP7VRTB9H&lid=LSTACCG4BKAP7VRTB9H72LGOS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG4BKAP7VRTB9H.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat rockerz 333 upto 30 hour battery bluetooth headset teal green in the ear,2490.0,1599.0,boat,rockerz 333 with asap charge and upto 30 hour playback,teal green,in ear,bluetooth
28,https://www.flipkart.com/boat-bassheads-103-wired-headset/p/itm14d8d55abd0a2?pid=ACCFX5HEYAKWF8ZX&lid=LSTACCFX5HEYAKWF8ZX8TLMGF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_7&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFX5HEYAKWF8ZX.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat basshead 103 wired headset mint blue in the ear,1290.0,499.0,boat,basshead 103,mint blue,in ear,wire
29,https://www.flipkart.com/sony-310ap-wired-headset/p/itm2d44c127eb9a1?pid=ACCDQZAU6GBRWYXD&lid=LSTACCDQZAU6GBRWYXDZMUHKT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_12&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDQZAU6GBRWYXD.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony 310ap wire headset red on the ear,2190.0,949.0,sony,mdrzx310aprce mdrzx310aprc1e,red,on ear,wire
30,https://www.flipkart.com/ptron-basspods-flare-tws-bluetooth-headset/p/itm58ef1773cf032?pid=ACCGH5Z93PVZJQMS&lid=LSTACCGH5Z93PVZJQMSXU5SJB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGH5Z93PVZJQMS.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron ptron basspod flare tws bluetooth headset blue in the ear,3199.0,999.0,ptron,basspod flare,blue,in ear,bluetooth
31,https://www.flipkart.com/sony-ex155ap-wired-headset/p/itm0ecfcde3e4f91?pid=ACCEVAEWSSKTFHTM&lid=LSTACCEVAEWSSKTFHTMGTGOAM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_13&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWSSKTFHTM.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony ex155ap wire headset light blue in the ear,1290.0,1099.0,sony,mdrex155ap,light blue,in ear,wire
32,https://www.flipkart.com/sony-mdr-as210-open-ear-active-sports-headphones/p/itm1c73e6132932f?pid=ACCEMGPPMGXK2CMM&lid=LSTACCEMGPPMGXK2CMMZIK3VH&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_39&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEMGPPMGXK2CMM.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony mdras210 openear active sport headphone blue,790.0,649.0,sony,mdras210,blue,in ear,wire
33,https://www.flipkart.com/ptron-basspods-buds-plus-bluetooth-headset/p/itm1791d109d23d2?pid=ACCGMFNWKUYYF3HB&lid=LSTACCGMFNWKUYYF3HBNKHHQU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGMFNWKUYYF3HB.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron basspod bud plus bluetooth headset black true wireless,3999.0,999.0,ptron,basspod bud plus,black,in ear,bluetooth
34,https://www.flipkart.com/meyaar-zigzag-high-bass-metal-in-ear-headset-wired/p/itmd532122ad6967?pid=ACCFVT8ZFPYEZZDE&lid=LSTACCFVT8ZFPYEZZDEIUON4Y&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_20&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFVT8ZFPYEZZDE.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar zigzag high bass metal inear headset wire headset black in the ear,999.0,349.0,meyaar,zigzag high bass metal inear headset,black,in ear,wire
35,https://www.flipkart.com/zebronics-zeb-phoenix-wired-gaming-headset/p/itm6a7b6702a4d1f?pid=ACCGD35JJWACZ8AA&lid=LSTACCGD35JJWACZ8AANYQFQ0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGD35JJWACZ8AA.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic zeb phoenix wire gaming headset black on the ear,1999.0,1299.0,zebronic,zeb phoenix,black,on ear,wire
36,https://www.flipkart.com/ptron-basspods-encore-tws-earbuds-50h-playtime-quad-mic-enc-calls-bt5-3-type-c-ipx4-bluetooth-headset/p/itm0d22d85b7ec03?pid=ACCGHBPZ4V7QTGR2&lid=LSTACCGHBPZ4V7QTGR20O9C4X&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_13&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHBPZ4V7QTGR2.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron basspod encore tws earbuds 50h playtime quad mic enc call bt53typecipx4 bluetooth headset black in the ear,3499.0,1199.0,ptron,basspod encore,black,in ear,bluetooth
37,https://www.flipkart.com/wings-phantom-500-enc-40-ms-latency-game-mode-bluetooth-headset/p/itm472a279db126b?pid=ACCG8M6GMTQYXXHK&lid=LSTACCG8M6GMTQYXXHKWQEAH2&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_3&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCG8M6GMTQYXXHK.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom 500 with enc and 40 ms latency game mode bluetooth headset black true wireless,4999.0,1099.0,wing,wlphantom500blk,black,in ear,bluetooth
38,https://www.flipkart.com/portronics-harmonics-twins-s4-smart-tws-earbuds-bluetooth-headset/p/itm61ae2cdd4e8cc?pid=ACCGH2RRZDZRGCYZ&lid=LSTACCGH2RRZDZRGCYZOSB0XG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_9&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH2RRZDZRGCYZ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonics twin s4 smart tws earbuds bluetooth headset black in the ear,3499.0,899.0,portronic,harmonic twin s4 smart tws earbuds,black,in ear,bluetooth
39,https://www.flipkart.com/sony-xb450ap-wired-headset/p/itma04fba678bf42?pid=ACCE4BHH3MFY5Q5Y&lid=LSTACCE4BHH3MFY5Q5Y5RXU4H&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCE4BHH3MFY5Q5Y.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony xb450ap wire headset blue on the ear,2490.0,2099.0,sony,mdrxb450ap,blue,on ear,wire
40,https://www.flipkart.com/meyaar-dragon-series-metal-in-ear-headset-mi-note-8-pro-wired/p/itm4a9cd2330187c?pid=ACCFTYNWTRGCXFFW&lid=LSTACCFTYNWTRGCXFFWIKMX4C&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_13&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFTYNWTRGCXFFW.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar dragonserie metal inear headset for mi note 8 pro wire headset black in the ear,799.0,215.0,meyaar,dragonserie metal inear headset for mi note 8 pro,black,in ear,wire
41,https://www.flipkart.com/sony-wh-xb910n-30hrs-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itmd6a2096146f4d?pid=ACCGBHRAFRJAPTSX&lid=LSTACCGBHRAFRJAPTSXYCZHWT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGBHRAFRJAPTSX.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony whxb910n with 30hrs battery life active noise cancellation enable bluetooth headset black on the ear,19990.0,13990.0,sony,whxb910n,black,on ear,bluetooth
